Agent,Mean_MPC,Median_MPC,Std_MPC,Sample_Count
0,2.6768797773689417,0.16174684810990242,6.299791577602591,7
1,1.2558790164300706,0.37086213932112017,2.342155274417639,7
2,0.7803373862668656,0.49254108908449123,0.5377340998647666,7
3,0.801478825093424,0.759165301745912,2.596758322949014,7
4,-0.9923477046894076,0.2072499851602997,16.673156578623207,7
5,2.176568148150676,0.37977176969974247,5.018479748670248,7
6,-0.4249031043529095,0.6778106616860458,2.8229952606409574,7
7,1.4167796285511816,1.4010824015403167,3.045508023917416,7
8,0.5271100993991772,-0.32481516606663047,2.2544377031157494,7
9,1.2274619543403766,1.6015587431498541,2.3652472470927997,7
10,1.1393491615775566,-0.5617212396583423,5.527960761583862,7
11,1.4144336425379807,0.3101056831429785,15.386202880427241,7
12,2.721239428520762,-0.13280438263857236,18.075229702058866,8
13,1.754766006036576,0.1184441372471003,4.447672670186932,8
14,-0.6576614616701187,-0.05407618675829865,7.673257579073933,7
15,0.5326126087218596,0.5828197628348581,3.3838666554187435,8
16,-2.8752907322688275,-0.8279084695199344,11.529899443523659,8
17,-1.88890845103441,-0.014561015126357432,11.187709145854429,9
18,5.411630122584796,4.894646349604284,5.7415942303848775,8
19,0.6116515548503944,-0.38379853055514446,11.495691725419876,8
20,3.0013730853164287,0.3558187172641227,9.12535708517848,9
21,1.411930516359043,-0.7009519553679633,5.8866747126941315,8
22,1.0117494568556178,1.3757348702424155,2.3544653916588576,8
23,0.3354812669126831,-0.6301200157721463,5.9103724601336065,8
24,4.3881717193367304,0.2848433873689847,11.79961067635786,9
25,1.337611047764577,0.10636663566743781,13.845828736278285,10
26,-0.8130081375611817,-2.916893673507374,5.113839997835576,9
27,2.0673457765380525,0.393164657093033,8.873459316946253,9
28,3.5396143755503364,1.9324303665026756,9.36542622863213,11
29,0.5170888468743965,-0.5771262562139892,6.140990371619042,9
30,2.151692567790264,3.2260700595825913,3.6024302988325876,10
31,-0.29472546904386365,-0.14415464568409742,66.99214906608566,9
32,4.006280429087019,2.6322417943445284,9.134922135916522,10
33,1.242834802486857,0.3674267227100503,9.284298702984504,10
34,0.4539129166471344,1.0031850754183627,4.090636627995208,11
35,1.1004327429300942,-2.4992976246439533,9.004857638232648,12
36,1.1986943602278535,2.499693877355657,2.849084979032583,10
37,0.08044492505565234,0.3360300564545232,7.2149991439422845,10
38,2.822315112342657,0.38531750787644276,6.645188775204609,10
39,-1.9266180693381905,-0.466013254448314,6.18891055077339,10
40,4.455109987878751,2.5032022806932366,6.47260793757077,8
41,1.8492832956606486,-0.23041669220415834,10.087719703127616,9
42,0.11599888471233291,-0.08417880908249525,3.5857023410663724,11
43,1.240117767850229,1.5314951048605174,6.2916103867709925,12
44,-1.2383869996253942,0.14006931306741435,7.105632547752294,11
45,-0.8721337352036717,0.894838907324564,6.342444018132698,12
46,6.837137124221693,1.4830622349504208,12.87765734939056,11
47,-0.13892681949726454,1.709410608462691,7.806161929022657,10
48,2.7976251256297053,2.69459302210946,5.374200205697094,12
49,1.5216571137898474,0.33660101934591424,4.5438862180627195,12
50,1.2590431794118975,2.3918239062678213,6.587925949322066,10
51,0.44512246391193155,-0.6286048402752566,4.948050003736795,12
52,3.022650008036303,-1.1960963092826657,12.466575876938373,11
53,1.628044191676671,3.6461711670883323,6.221389237563168,9
54,-1.0352188689629498,-1.5087599334850272,5.976743894492119,13
55,-1.0632061232356664,1.4997539635547836,6.858746708888049,12
56,2.236539749402112,2.2436126547113426,4.273113902802123,11
57,0.7691768244877958,0.11987668806740992,3.160582400015997,12
58,1.2097256174794417,1.3997714979077336,4.1262542695696105,12
59,-2.219159717873471,-1.0455848887208838,9.344918190181549,13
60,0.5000214934970058,-0.6795863156329855,3.3301412050874544,11
61,1.3834924034684708,0.8253765856126362,3.828791051308358,14
62,1.117632896663751,1.1867009709604404,4.215390999090699,14
63,0.436914596820607,-2.434654409159166,10.565166535598182,12
64,4.733953085803187,-0.2901207381081046,15.855071183430097,13
65,-1.5026161292600246,-0.09340858557162761,8.22531695031636,12
66,1.6612569882460557,0.5881116905162744,6.385108833085401,12
67,2.714302924531486,-1.2387498373561725,10.409907402415598,11
68,0.8879914411832834,0.08702183545725425,5.748265019276914,14
69,0.6738712687186793,-0.020228319811452185,5.895301410762337,11
70,-2.06883397124279,-0.9502576747993846,9.777681935328864,12
71,0.7137560361576897,0.14771972364138647,5.4631285348855965,12
72,0.54190139014483,-0.5561512804677329,4.369444333026417,13
73,1.087991201629015,-0.7945231605007479,6.473776528260082,11
74,1.5955020791269525,1.3586765134826104,5.876502508886677,15
75,1.5571894025662836,0.9393415875531083,4.614238592125789,13
76,0.36802618398056075,0.8078952976060424,5.227449246270927,13
77,-0.799783674923763,0.3314208927876156,9.10728576966384,13
78,-0.5607327592063434,-2.1145035710514777,7.407613014595093,11
79,1.6384243242672407,-0.25556927050948997,4.941433126044464,13
80,0.4801884740288134,0.28160986015362627,4.152156005972921,13
81,1.7142482811413131,0.11613604797685427,4.883131361355508,11
82,3.2979858376218627,1.5486156118172607,9.602956107427584,14
83,1.1592948635655305,1.7336089174271905,4.7639219591269075,11
84,3.545852820026153,1.474913689073138,7.029994007659602,12
85,1.3847477412588498,0.24183866621162062,3.204000503694827,11
86,1.6432742018494886,0.20097086355293556,10.23351188957199,14
87,0.3374478737107521,0.1572387051257016,13.0703969496617,14
88,0.9811566396762175,0.8153053104721464,5.602665189944288,11
89,1.4401821486584545,1.1058856828962034,9.781252283133902,13
90,3.7292176541338273,1.0905560377592953,9.865644848969884,14
91,-0.08406350255644575,0.25172718583777914,4.1533297488744125,12
92,-0.6200883519300571,-0.6548558738143307,8.195352592109003,11
93,0.6183510629535475,0.49781369438293666,3.474721688688806,11
94,2.381889970686917,-1.8329270521113243,16.27366682520317,13
95,0.5365881401014384,-0.9461974046104749,6.926006279802569,15
96,0.5638960181242784,1.478188795932974,8.540680766306696,11
97,0.7211749390721401,0.36537958697873846,2.3953734991363005,12
98,-0.6387564946922466,-0.6677422975743943,3.4915188609603267,13
99,1.048166074423065,0.7865967385158934,2.8379118300228683,13
